Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code
E85,National Renewable Energy Laboratory - Denver West,15013 Denver W Pkwy,"South end, near middle of parking lot, to the west of the parking deck along South Loop Rd.",Golden,CO,80401,,303-275-3000,E,,Private - Fleet customers only,Contact station to arrange for access,,,,,,,,,,,GPS,39.738656,-105.17538,2018-02-06,62649,2018-02-06 21:00:03 UTC,FG,8,U.S. Department of Energy,2014-06-08,,,,false,,US,,,,Privé - Réservé aux clients de parcs,,private,FLEET,DOE
ELEC,Town of Estes Park - Town Hall,170 MacGregor Ave,"Located on north side of municipal parking lot, near knoll, behind the library",Estes Park,CO,80517,,970-577-3627,E,,Public,24 hours daily,,,,,,2,,,,,200-9,40.377588,-105.520449,2018-11-08,62830,2018-11-08 16:06:54 UTC,LG,,,2014-07-01,,,,,J1772,US,,,,Public,,public,,
ELEC,HARVEST STATION,11775 Wadsworth Blvd,"BLDG 3000 #1; For residents and guests only
SOUTHWEST 1; For residents and guest use only
SOUTHWEST 2; For use by residents and guests only",Broomfield,CO,80020,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,39.909876,-105.084083,2018-11-29,62893,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,University of Colorado - Colorado Springs - Alpine Parking Garage,4622 Stanton Rd,Located on the 1st floor-visitor parking,Colorado Springs,CO,80918,,719-255-3528,E,,Public,24 hours daily; pay lot,,,,,,3,,,,,GPS,38.897629,-104.80704,2018-11-08,63024,2018-11-08 16:06:54 UTC,P,,,2014-06-01,,,,,J1772,US,,,,Public,,public,,
ELEC,VERVE DENVER,1820 15th St,"VERVE P2 #1; For residents and guests only.
VERVE P2 #2; For residents and guests only.",Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,39.751789,-105.004059,2018-11-29,63109,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,COLO STATE UNIV,601 S Howes St,USC 1; Underneath building overhang off alley,Fort Collins,CO,80521,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.5798152,-105.0814395,2018-11-29,63165,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,City of Aspen - Rio Grande Parking Plaza,427 Rio Grande Pl,"From Main Street, turn North on Mill Street and travel one block. Turn East on Rio Grande Place and the Parking Plaza is located on the South side of the street",Aspen,CO,81611,,970-920-5267,E,,Public,24 hours daily; pay lot,,,,,,2,1,,,,200-9,39.191258,-106.818009,2018-09-10,63180,2018-09-10 19:53:21 UTC,LG,,,2014-07-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,
ELEC,COLO STATE UNIV,933-951 W Laurel St,LAUREL 1; -,Fort Collins,CO,80521,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.5779017,-105.0929406,2018-11-29,63185,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,TinkerMill Longmont Makerspace,1840 Delaware Pl,"Located at Delare Pl off of Sunset Dr, next to GE Energy and behind the Boulder County Fairgrounds",Longmont,CO,80501,,850-980-4355,E,,Public,"24 hours daily for TinkerMill members, 9am-9pm daily for non-members",,,,,,1,,,,,200-9,40.155594,-105.124506,2018-01-04,63245,2018-10-11 16:01:44 UTC,P,,,2014-08-01,,,,,J1772,US,,,,Public,,public,,
ELEC,ADCO1,4430 S Adams County Pkwy,ADAMS CO GOV 1,Brighton,CO,80601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9229249,-104.8129417,2018-11-29,63304,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Larry H Miller Nissan,1320 Plum Valley Ln,,Highlands Ranch,CO,80129,,720-274-5200,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,39.560344,-105.00481,2018-06-05,63364,2018-06-05 19:29:00 UTC,P,,,2013-02-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,Mike Maroone Chevrolet North,1570 Auto Mall Loop,Located at Chapel Hill Auto Mall,Colorado Springs,CO,80925,,719-867-1000,E,,Public,Dealership business hours,,,,,,1,,,,,GPS,38.953666,-104.794699,2018-11-08,63372,2018-11-08 16:06:54 UTC,P,,,2014-07-13,,,,,J1772,US,,,,Public,,public,,
ELEC,Mike Maroone Chevrolet South,230 N Academy Blvd,Located at the corner of Bijou and Academy,Colorado Springs,CO,80909,,719-596-3040,E,,Public - Call ahead,Dealership business hours; for customer use only,,,,,,1,,,,,GPS,38.836576,-104.758621,2018-11-08,63373,2018-11-08 16:06:54 UTC,P,,,2014-07-12,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,Larry H Miller Nissan - 104,2400 W 104th Ave,,Denver,CO,80234,,303-469-1721  855-900-7584,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,GPS,39.884399,-105.0158,2018-07-09,63407,2018-07-09 12:13:28 UTC,P,,,2011-11-29,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,Larry H Miller Nissan - 104,2400 W 104th Ave,,Denver,CO,80234,,303-469-1721  855-900-7584,E,,Private,Service center use only,,,,,,1,,,,,GPS,39.884399,-105.0158,2018-07-09,63408,2018-07-09 12:13:28 UTC,P,,,2011-11-29,,,,,J1772,US,,,,Privé,,private,,
ELEC,Greeley Nissan,2625 35th Ave,,Greeley,CO,80634,,970-353-5333  855-900-7584,E,,Private,Service center use only,,,,,,1,,,,,200-9,40.39443,-104.736034,2018-07-09,63409,2018-07-09 12:13:28 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,
ELEC,Larry H Miller Nissan,1320 Plum Valley Ln,,Highlands Ranch,CO,80129,,720-274-5200,E,,Private,Service center use only,,,,,,1,,,,,200-9,39.560344,-105.00481,2018-06-05,63410,2018-06-05 19:29:00 UTC,P,,,2013-02-04,,,,,J1772,US,,,,Privé,,private,,
ELEC,Fort Collins Mitsubishi,2712 S College Ave,,Fort Collins,CO,80525,,970-286-2200,E,,Private,Service center use only,,,,,,1,,,,,200-9,40.550079,-105.076295,2018-11-08,63538,2018-11-08 16:06:54 UTC,P,,,2014-07-01,,,,,J1772,US,,,,Privé,,private,,
ELEC,Fort Collins Mitsubishi,2712 S College Ave,,Fort Collins,CO,80525,,970-286-2200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,40.550079,-105.076295,2018-11-08,63539,2018-11-08 16:06:54 UTC,P,,,2014-09-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,O'Meara Ford Center,400 W 104th Ave,,Northglenn,CO,80234,,,E,,Private,Service center use only,,,,,,1,,,,,200-9,39.884699,-104.991004,2018-01-04,63705,2018-10-11 16:03:49 UTC,P,,,2014-08-01,,,,,J1772,US,,,,Privé,,private,,
ELEC,Town of Basalt - Midland Spur,100 Midland Spur,,Basalt,CO,81621,,970-927-4701,E,,Public,24 hours daily,,,,,,2,,,,,GPS,39.36902,-107.03572,2018-11-08,63729,2018-11-08 16:06:54 UTC,LG,,,2014-06-01,,,,,J1772,US,,,,Public,,public,,
E85,Great Sand Dunes National Park and Preserve,11500 State Highway 150,,Mosca,CO,81146,,,E,,Private,,,,,,,,,,,,200-8,37.738334,-105.507416,2017-09-06,64050,2018-03-06 01:42:10 UTC,FG,16,Department of the Interior,2014-08-14,,,,false,,US,,,,Privé,,private,,DOI
E85,Kum & Go #650,1410 Cipriani Ln,,Monument,CO,80132,,719-487-2696,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,39.092422,-104.852291,2018-05-03,64123,2018-05-03 14:44:18 UTC,P,,,2014-11-10,,,,true,,US,,,,Public,,public,,
ELEC,RES CHARGE STAT,11101 W 120th Ave,RES STATION 2; West side of the building. Park on the right.,Broomfield,CO,80021,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9153291,-105.1232449,2018-11-29,64198,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,NED EV CHARGER,45 W 1st St,TOWN HALL 1,Nederland,CO,80466,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9619391,-105.510853,2018-11-29,64297,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Colorado Mountain College - Glenwood Springs,815 Cooper St,,Glenwood Springs,CO,81601,,970-945-8691,E,,Public,5am-7pm daily,,,,,,1,,,,,GPS,39.54647,-107.323692,2017-11-02,64367,2018-02-06 21:00:03 UTC,P,,,2014-09-01,,,,,J1772,US,,,,Public,,public,,
ELEC,HPLD,3700 Golden St,RLCC 1; $1 per hour,Evans,CO,80620,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.376615,-104.68809,2018-11-29,64444,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GEBHARDT BMW,4740 Velmont Rd,PUB STAT 01; -,Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0288146,-105.2427867,2018-11-29,64533,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Eagle County,500 Broadway St,Intersection of Broadway & 5th St.,Eagle,CO,81631,,970-328-8766,E,,Public,24 hours daily,,,,,,2,,,,,200-8,39.652053,-106.827821,2018-06-05,64699,2018-06-05 19:29:00 UTC,LG,,,2014-12-08,,,,,J1772,US,,,,Public,,public,,
ELEC,Best Western Plus - Boulder Inn,770 28th St,,Boulder,CO,80303,,303-449-3800,E,,Public,24 hours daily,,,,,,1,,,,,GPS,40.0016487058288,-105.257391929626,2018-11-08,64931,2018-11-08 16:06:54 UTC,P,,,2014-12-18,,,,,J1772,US,,,,Public,,public,,
ELEC,WHOLE FOODS MKT,103 Lusher Ct,WFM FRISCO; West Side Of The Park In The Center of Whole Foods Market Parking Lot,Frisco,CO,80443,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.5899793,-106.0986396,2018-11-29,65011,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,DENVER,17900 Trading Post Rd,"TRADING POST 2; -
TRADING POST N; -",Morrison,CO,80465,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,39.663941,-105.203012,2018-11-29,65029,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BROOKFIELD WEST,1801 California St,1801 CAL 01; -,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7477036,-104.9897862,2018-11-29,65319,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MURRAY BMW 1,4350 E Kentucky Ave,"STATION SA01
STATION SA02",Denver,CO,80246,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,39.699252,-104.937643,2018-11-29,65401,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GOLDEN REAL EST,17695 S Golden Rd,GOLDEN RE 1; West side of building,Golden,CO,80401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7415323,-105.1995207,2018-11-29,65431,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,PUBLIC STATIONS,1286-1296 Stout St,CONVENTION CTR; Enter garage off Speer before Champa. Located in space 1081 on Level 1,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7431367,-104.9974677,2018-11-29,65432,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,PUBLIC STATIONS,1370 Elati St,JUSTICE CENTER; Enter garage from Delaware,Denver,CO,80204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7379591,-104.9939488,2018-11-29,65434,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,EDWARDS STATION,436 Edwards Access Rd,"EDWARDS STN N1; North East Side of Wendy's/Store
EDWARDS STN N2; Northeast Corner of Wendy's/Store",Edwards,CO,81632,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,39.648183,-106.587868,2018-11-29,65478,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,21 LRS,621 West Stewart Ave,21 LGRV; Located in car care center government fleet only,Peterson AFB,CO,80914,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.8292367,-104.7086208,2018-11-29,65744,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,X3Energy,2323 117th Ave,At Highpointe Business Park at Colorado 257 and U.S. 34,Greeley,CO,80634,,844-304-9800,P,2018-06-15,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; Also accepts Ward Energy card,A D FuelMan M V Voyager Wright_Exp,,,,,2,2,,,,200-9,40.401304,-104.868073,2018-03-08,65750,2018-03-08 17:27:07 UTC,P,,,,,,,,CHADEMO J1772,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,
ELEC,PUBLIC STATIONS,2951-2985 E 3rd Ave,CHERRY CRK LIBR; Off alley,Denver,CO,80206,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7211383,-104.9527429,2018-11-29,65756,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
E85,Kum & Go #676,2588 Airport Rd,,Colorado Springs,CO,80910,,719-434-4749,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,38.82565,-104.7815,2018-05-03,65841,2018-05-03 14:44:18 UTC,P,,,2014-08-21,,,,true,,US,,,,Public,,public,,
E85,Kum & Go #316,2999 Bonanza Dr,,Erie,CO,80026,,720-974-1606,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,GPS,40.00078,-105.03642,2018-05-03,65847,2018-05-03 14:44:18 UTC,P,,,2014-12-23,,,,false,,US,,,,Public,,public,,
E85,Kum & Go #313,5480 E 120th Ave,,Thornton,CO,80241,,720-557-8373,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,GPS,39.91289,-104.92261,2018-05-03,65851,2018-05-03 14:44:18 UTC,P,,,2015-01-09,,,,false,,US,,,,Public,,public,,
ELEC,ADVENIR STAPLTN,1955 Ulster St,STAPLETON 1,Denver,CO,80220,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7468486,-104.8948523,2018-11-29,66438,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GOLDEN STATIONS,1250 Jackson St,JACKSON ST GAR1,Golden,CO,80401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.755169,-105.2201293,2018-11-29,66481,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Fort Collins Senior Center,1200 Raintree Dr,Shields and Raintree; in visitor parking by the south west entrance,Fort Collins,CO,80526,,970-221-6617,E,,Public - Credit card at all times,24 hours daily,M V,,,,,2,,,,,200-9,40.555828,-105.097973,2018-11-08,66532,2018-11-08 16:06:54 UTC,LG,,,2015-01-01,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,
ELEC,Colorado Mountain College - Steamboat Springs,1330 Bob Adams Dr,Located at far end (left when facing building front) at the new academic building (far west by end of loading dock),Steamboat Springs,CO,80487,,970-870-4444,E,,Public,24 hours daily,,,,,,1,,,,,200-9,40.492065,-106.841022,2017-11-02,66534,2018-03-06 01:46:50 UTC,SG,,,2015-01-01,,,,,J1772,US,,,,Public,,public,,
ELEC,GEBHARDT BMW,4740 Valmont Rd,STATION SA02,Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0283155,-105.2421564,2018-11-29,66649,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GOLDEN STATIONS,702 12th St.,12TH ST GARAGE; Enter garage and turn right. Immediately on the right. ,Golden,CO,80401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7562931,-105.2207777,2018-11-29,66777,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,UDR,800 Acoma St,816 ACOMA 1; For residents only - 5th Floor,Denver,CO,80204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7300224,-104.9883424,2018-11-29,66897,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,AMG & FANUM,6295 Greenwood Plaza Blvd,AMG MAIN LOT 1; Located in the north east corner of the AMG National Trust Bank parking lot,Greenwood Village,CO,80111,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.6030338,-104.8960143,2018-11-29,67085,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,WYNDHAM BLDG 6,900 Pine Grove Cir,VILLAGE STAT 1; Welcome to The Village ,Steamboat Springs,CO,80487,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.4560604,-106.8167718,2018-11-29,67173,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,FAIRFIELD INN,15275 Struthers Rd,EV 1; Off Of Struthers Road,Colorado Springs,CO,80921,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.0540535,-104.84443,2018-11-29,67227,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Town of Kremmling - Town Park,203 Park Ave,,Kremmling,CO,80459,,970-724-3249,E,,Public,24 hours daily,,,,,,1,,,,,200-9,40.059492,-106.392923,2018-11-08,67343,2018-11-08 16:06:54 UTC,LG,,,2015-05-18,,,,,J1772,US,,,,Public,,public,,
ELEC,1800 Larimer,"1800 Larimer Street, Suite 1800",,Denver,CO,80202,,800-663-5633,E,,Public - Card key at all times,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.7512822,-104.9944365,2018-11-29,67673,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Solar Energy International,39845 Mathews Ln,,Paonia,CO,81428,,970-527-7657,E,,Public,24 hours daily,,,,,,1,,,,,200-9,38.855424,-107.614795,2017-11-02,67763,2018-11-15 22:11:20 UTC,P,,,2015-06-01,,,,,J1772,US,,,,Public,,public,,
ELEC,COLO STATE UNIV,1508 Center Ave.,LAKE ST 1B; 1st floor near main entrance,Fort Collins,CO,80521,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.5682464,-105.0830112,2018-11-29,67799,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,COLO STATE UNIV,323 W Lake St,LAKE ST 1A; 1st floor near entrance,Fort Collins,CO,80521,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.568283,-105.0830058,2018-11-29,67801,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Fort Collins South Transit Station,4915 Fossil Blvd,At South Transit station for Maxx,Fort Collins,CO,80525,,970-221-6224,E,,Public - Credit card at all times,24 hours daily,M V,,,,,2,,,,,200-9,40.518789,-105.080094,2018-11-08,67959,2018-11-08 16:06:54 UTC,LG,,,2015-06-01,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,
ELEC,Mulberry Pool,424 W Mulberry Ave,West and adjacent to Lincoln Center,Fort Collins,CO,80521,,970-221-6224,E,,Public - Credit card at all times,24 hours daily,M V,,,,,2,,,,,GPS,40.58194721278,-105.084019897098,2018-11-08,67960,2018-11-08 16:06:54 UTC,LG,,,2015-06-01,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,
ELEC,Eldora Pool and Ice Center,1801 Riverside Ave,Prospect and Riverside,Fort Collins,CO,80525,,970-221-6224,E,,Public - Credit card at all times,24 hours daily,M V,,,,,2,,,,,200-9,40.563357,-105.046674,2018-11-08,67961,2018-11-08 16:06:54 UTC,LG,,,2015-06-01,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,
ELEC,PUBLIC STATIONS,1700 14th St.,ACME LOT 1; Enter lot from 14th St. & Wazee,Denver,CO,80204,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7497929,-105.0038734,2018-11-29,67995,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,North County,4559 E Academy Blvd,,Denver,CO,80230,,720-532-0106,E,,Public,24 hours daily,,,,,,2,,,,,GPS,39.7194550595012,-104.897391758658,2018-11-08,68154,2018-11-08 16:06:54 UTC,P,,,2014-10-01,,,,,J1772,US,,,,Public,,public,,
ELEC,STEAMBOAT SPR,137 10th St,CITY HALL 1; Across the street from Conoco,Steamboat Springs,CO,80487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.4876901,-106.8367427,2018-11-29,68173,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,RM,4451 Main St,BRADBURN 1,Westminster,CO,80031,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9130398,-105.045585,2018-11-29,68178,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Town of Winter Park - Parking Garage,50 Vasquez Rd,Located on lower level of parking garage,Winter Park,CO,80482,,970-726-8081,E,,Public,24 hours daily,,,,,,2,,,,,200-9,39.917213,-105.785621,2018-11-08,68191,2018-11-08 16:06:54 UTC,LG,,,2015-07-01,,,,,J1772,US,,,,Public,,public,,
ELEC,EV AVALON,135 N 7th St,S 7TH ST #1; Near alley way behind Avalon theatre.,Grand Junction,CO,81501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.066759,-108.5616166,2018-11-29,68218,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Lewis & Sons,10495 South Progress Way,,Parker,CO,80134,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.526012,-104.76978,2018-11-29,68291,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Parker Adventist Hospital,9395 Crown Crest Blvd,Located in the parking garage,Parker,CO,80138,,303-269-4000,E,,Public,24 hours daily,,,,,,1,,,,,200-9,39.548267,-104.770933,2018-11-08,68415,2018-11-08 16:06:54 UTC,P,,,2015-06-01,,,,,J1772,US,,,,Public,,public,,
ELEC,Parker Adventist Hospital,9395 Crown Crest Blvd,Located in the parking garage,Parker,CO,80138,,303-269-4000,E,,Private,Employee use only,,,,,,2,,,,,200-9,39.548267,-104.770933,2018-11-08,68416,2018-11-08 16:06:54 UTC,P,,,2015-06-01,,,,,J1772,US,,,,Privé,,private,,
ELEC,Landmark Village Center Parking Structure,7600 Landmark Way,,Greenwood Village,CO,80111,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.6173323,-104.9001184,2018-11-29,68419,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Alpine Bank,225 N 5th St,,Grand Junction,CO,81501,,970-243-5600,E,,Public,24 hours daily,,,,,,2,,,,,200-9,39.068851,-108.565155,2017-12-05,68580,2018-10-10 20:33:30 UTC,P,,,2015-04-14,,,,,J1772,US,,,,Public,,public,,
ELEC,Seventeenth Street Plaza,1225 17th St.,,Denver,CO,80202,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.7501605,-104.9951224,2018-11-29,68589,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,CITY HALL,500 S 4th Ave,CITY HALL; Free charging for the first 4 hours,Brighton,CO,80601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9790957,-104.8174473,2018-11-29,68762,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,PALISADE,305 Main St,MAIN ST SOUTH,Grand Junction,CO,81501,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.1100922,-108.3508958,2018-11-29,68771,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
